"Town","FIPS","Year","Business Type","Measure Type","Variable","Value"
"Barkhamsted","0900502760","2008-2012","Total","Number","Margins of Error",118
"Barkhamsted","0900502760","2008-2012","Self-Employed, Incorporated","Percent","Employment",4
"Barkhamsted","0900502760","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",2.8
"Barkhamsted","0900502760","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",4.5
"Barkhamsted","0900502760","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",2.1
"Barkhamsted","0900502760","2008-2012","Government","Percent","Employment",18.2
"Barkhamsted","0900502760","2008-2012","Government","Percent","Margins of Error",4.8
"Barkhamsted","0900502760","2008-2012","Private, Profit","Percent","Employment",65.1
"Barkhamsted","0900502760","2008-2012","Private, Profit","Percent","Margins of Error",5.9
"Barkhamsted","0900502760","2008-2012","Private, Not-for-profit","Percent","Employment",8.3
"Barkhamsted","0900502760","2008-2012","Private, Not-for-profit","Percent","Margins of Error",3.2
"Barkhamsted","0900502760","2009-2013","Total","Number","Employment",2189
"Barkhamsted","0900502760","2009-2013","Total","Number","Margins of Error",145
"Barkhamsted","0900502760","2009-2013","Self-Employed, Incorporated","Percent","Employment",2.4
"Barkhamsted","0900502760","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",2
"Barkhamsted","0900502760","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",3.5
"Barkhamsted","0900502760","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",2
"Barkhamsted","0900502760","2009-2013","Government","Percent","Employment",20.6
"Barkhamsted","0900502760","2009-2013","Government","Percent","Margins of Error",4.5
"Barkhamsted","0900502760","2009-2013","Private, Profit","Percent","Employment",64.6
"Barkhamsted","0900502760","2009-2013","Private, Profit","Percent","Margins of Error",5.9
"Barkhamsted","0900502760","2009-2013","Private, Not-for-profit","Percent","Employment",8.9
"Barkhamsted","0900502760","2009-2013","Private, Not-for-profit","Percent","Margins of Error",3.3
"Barkhamsted","0900502760","2010-2014","Total","Number","Employment",2109
"Barkhamsted","0900502760","2010-2014","Total","Number","Margins of Error",186
"Barkhamsted","0900502760","2010-2014","Self-Employed, Incorporated","Percent","Employment",2.6
"Barkhamsted","0900502760","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",2
"Barkhamsted","0900502760","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",3.3
"Barkhamsted","0900502760","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",1.9
"Barkhamsted","0900502760","2010-2014","Government","Percent","Employment",19.7
"Barkhamsted","0900502760","2010-2014","Government","Percent","Margins of Error",4.6
"Barkhamsted","0900502760","2010-2014","Private, Profit","Percent","Employment",63.8
"Barkhamsted","0900502760","2010-2014","Private, Profit","Percent","Margins of Error",4.9
"Barkhamsted","0900502760","2010-2014","Private, Not-for-profit","Percent","Employment",10.7
"Barkhamsted","0900502760","2010-2014","Private, Not-for-profit","Percent","Margins of Error",3.5
"Barkhamsted","0900502760","2011-2015","Total","Number","Employment",1937
"Barkhamsted","0900502760","2011-2015","Total","Number","Margins of Error",127
"Barkhamsted","0900502760","2011-2015","Self-Employed, Incorporated","Percent","Employment",1.2
"Barkhamsted","0900502760","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Barkhamsted","0900502760","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Barkhamsted","0900502760","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",2.3
"Barkhamsted","0900502760","2011-2015","Government","Percent","Employment",18.7
"Barkhamsted","0900502760","2011-2015","Government","Percent","Margins of Error",4.9
"Barkhamsted","0900502760","2011-2015","Private, Profit","Percent","Employment",65.3
"Barkhamsted","0900502760","2011-2015","Private, Profit","Percent","Margins of Error",5.6
"Barkhamsted","0900502760","2011-2015","Private, Not-for-profit","Percent","Employment",10.5
"Barkhamsted","0900502760","2011-2015","Private, Not-for-profit","Percent","Margins of Error",3.2
"Barkhamsted","0900502760","2012-2016","Total","Number","Employment",1921
"Barkhamsted","0900502760","2012-2016","Total","Number","Margins of Error",141
"Barkhamsted","0900502760","2012-2016","Self-Employed, Incorporated","Percent","Employment",0.3
"Barkhamsted","0900502760","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Barkhamsted","0900502760","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",5.3
"Barkhamsted","0900502760","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",2.3
"Barkhamsted","0900502760","2012-2016","Government","Percent","Employment",15.2
"Barkhamsted","0900502760","2012-2016","Government","Percent","Margins of Error",4.8
"Barkhamsted","0900502760","2012-2016","Private, Profit","Percent","Employment",69.2
"Barkhamsted","0900502760","2012-2016","Private, Profit","Percent","Margins of Error",5.5
"Barkhamsted","0900502760","2012-2016","Private, Not-for-profit","Percent","Employment",10
"Barkhamsted","0900502760","2012-2016","Private, Not-for-profit","Percent","Margins of Error",3.5
"Beacon Falls","0900903250","2006-2010","Total","Number","Employment",3138
"Beacon Falls","0900903250","2006-2010","Total","Number","Margins of Error",203
"Beacon Falls","0900903250","2006-2010","Self-Employed, Incorporated","Percent","Employment",1.4
"Beacon Falls","0900903250","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Beacon Falls","0900903250","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",4.8
"Beacon Falls","0900903250","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",2.8
"Beacon Falls","0900903250","2006-2010","Government","Percent","Employment",10.5
"Beacon Falls","0900903250","2006-2010","Government","Percent","Margins of Error",4.1
"Beacon Falls","0900903250","2006-2010","Private, Profit","Percent","Employment",74.8
"Beacon Falls","0900903250","2006-2010","Private, Profit","Percent","Margins of Error",5.7
"Beacon Falls","0900903250","2006-2010","Private, Not-for-profit","Percent","Employment",8.6
"Beacon Falls","0900903250","2006-2010","Private, Not-for-profit","Percent","Margins of Error",3.6
"Beacon Falls","0900903250","2007-2011","Total","Number","Employment",3112
"Beacon Falls","0900903250","2007-2011","Total","Number","Margins of Error",204
"Beacon Falls","0900903250","2007-2011","Self-Employed, Incorporated","Percent","Employment",4.4
"Beacon Falls","0900903250","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Beacon Falls","0900903250","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",4.4
"Beacon Falls","0900903250","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",1.9
"Beacon Falls","0900903250","2007-2011","Government","Percent","Employment",11.8
"Beacon Falls","0900903250","2007-2011","Government","Percent","Margins of Error",4.4
"Beacon Falls","0900903250","2007-2011","Private, Profit","Percent","Employment",70.1
"Beacon Falls","0900903250","2007-2011","Private, Profit","Percent","Margins of Error",6.4
"Beacon Falls","0900903250","2007-2011","Private, Not-for-profit","Percent","Employment",9.3
"Beacon Falls","0900903250","2007-2011","Private, Not-for-profit","Percent","Margins of Error",3.1
"Beacon Falls","0900903250","2008-2012","Total","Number","Employment",3064
"Beacon Falls","0900903250","2008-2012","Total","Number","Margins of Error",198
"Beacon Falls","0900903250","2008-2012","Self-Employed, Incorporated","Percent","Employment",4.3
"Beacon Falls","0900903250","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Beacon Falls","0900903250","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",4.5
"Beacon Falls","0900903250","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",2.6
"Beacon Falls","0900903250","2008-2012","Government","Percent","Employment",14.5
"Beacon Falls","0900903250","2008-2012","Government","Percent","Margins of Error",4.9
"Beacon Falls","0900903250","2008-2012","Private, Profit","Percent","Employment",69.5
"Beacon Falls","0900903250","2008-2012","Private, Profit","Percent","Margins of Error",5.9
"Beacon Falls","0900903250","2008-2012","Private, Not-for-profit","Percent","Employment",7.3
"Beacon Falls","0900903250","2008-2012","Private, Not-for-profit","Percent","Margins of Error",2.8
"Beacon Falls","0900903250","2009-2013","Total","Number","Employment",3154
"Beacon Falls","0900903250","2009-2013","Total","Number","Margins of Error",214
"Beacon Falls","0900903250","2009-2013","Self-Employed, Incorporated","Percent","Employment",3.5
"Beacon Falls","0900903250","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",2.8
"Beacon Falls","0900903250","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",4.4
"Beacon Falls","0900903250","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",2.7
"Beacon Falls","0900903250","2009-2013","Government","Percent","Employment",14.5
"Beacon Falls","0900903250","2009-2013","Government","Percent","Margins of Error",4.3
"Beacon Falls","0900903250","2009-2013","Private, Profit","Percent","Employment",72.6
"Beacon Falls","0900903250","2009-2013","Private, Profit","Percent","Margins of Error",5.7
"Beacon Falls","0900903250","2009-2013","Private, Not-for-profit","Percent","Employment",5
"Beacon Falls","0900903250","2009-2013","Private, Not-for-profit","Percent","Margins of Error",2.3
"Beacon Falls","0900903250","2010-2014","Total","Number","Employment",3501
"Beacon Falls","0900903250","2010-2014","Total","Number","Margins of Error",202
"Beacon Falls","0900903250","2010-2014","Self-Employed, Incorporated","Percent","Employment",3.2
"Beacon Falls","0900903250","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",2.8
"Beacon Falls","0900903250","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",2.9
"Beacon Falls","0900903250","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",2
"Beacon Falls","0900903250","2010-2014","Government","Percent","Employment",10.7
"Beacon Falls","0900903250","2010-2014","Government","Percent","Margins of Error",3.5
"Beacon Falls","0900903250","2010-2014","Private, Profit","Percent","Employment",78.3
"Beacon Falls","0900903250","2010-2014","Private, Profit","Percent","Margins of Error",5.3
"Beacon Falls","0900903250","2010-2014","Private, Not-for-profit","Percent","Employment",4.8
"Beacon Falls","0900903250","2010-2014","Private, Not-for-profit","Percent","Margins of Error",2.1
"Beacon Falls","0900903250","2011-2015","Total","Number","Employment",3408
"Beacon Falls","0900903250","2011-2015","Total","Number","Margins of Error",281
"Beacon Falls","0900903250","2011-2015","Self-Employed, Incorporated","Percent","Employment",3.6
"Beacon Falls","0900903250","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",3.2
"Beacon Falls","0900903250","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",1.6
"Beacon Falls","0900903250","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Beacon Falls","0900903250","2011-2015","Government","Percent","Employment",13.9
"Beacon Falls","0900903250","2011-2015","Government","Percent","Margins of Error",4.1
"Beacon Falls","0900903250","2011-2015","Private, Profit","Percent","Employment",75.7
"Beacon Falls","0900903250","2011-2015","Private, Profit","Percent","Margins of Error",5.6
"Beacon Falls","0900903250","2011-2015","Private, Not-for-profit","Percent","Employment",5.2
"Beacon Falls","0900903250","2011-2015","Private, Not-for-profit","Percent","Margins of Error",2.3
"Beacon Falls","0900903250","2012-2016","Total","Number","Employment",3338
"Beacon Falls","0900903250","2012-2016","Total","Number","Margins of Error",254
"Beacon Falls","0900903250","2012-2016","Self-Employed, Incorporated","Percent","Employment",0
"Beacon Falls","0900903250","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",1
"Beacon Falls","0900903250","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",1.9
"Beacon Falls","0900903250","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Beacon Falls","0900903250","2012-2016","Government","Percent","Employment",15
"Beacon Falls","0900903250","2012-2016","Government","Percent","Margins of Error",4.9
"Beacon Falls","0900903250","2012-2016","Private, Profit","Percent","Employment",78.8
"Beacon Falls","0900903250","2012-2016","Private, Profit","Percent","Margins of Error",5.1
"Beacon Falls","0900903250","2012-2016","Private, Not-for-profit","Percent","Employment",4.3
"Beacon Falls","0900903250","2012-2016","Private, Not-for-profit","Percent","Margins of Error",2.3
"Berlin","0900304300","2006-2010","Total","Number","Employment",10416
"Berlin","0900304300","2006-2010","Total","Number","Margins of Error",360
"Berlin","0900304300","2006-2010","Self-Employed, Incorporated","Percent","Employment",3.6
"Berlin","0900304300","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Berlin","0900304300","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",6.4
"Berlin","0900304300","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",2
"Berlin","0900304300","2006-2010","Government","Percent","Employment",20.9
"Berlin","0900304300","2006-2010","Government","Percent","Margins of Error",2.7
"Berlin","0900304300","2006-2010","Private, Profit","Percent","Employment",61.5
"Berlin","0900304300","2006-2010","Private, Profit","Percent","Margins of Error",3.6
